iter	Logloss
127	0.3845901943
128	0.3839152685
129	0.3833211919
130	0.3826287357
131	0.3819383647
132	0.381188276
133	0.3803241761
134	0.3796785252
135	0.3790439918
136	0.3782459993
137	0.3775330071
138	0.3768725494
139	0.3764509366
140	0.375978813
141	0.3757866986
142	0.3755769439
143	0.374904258
144	0.3742597991
145	0.3736107338
146	0.3730379108
147	0.372538405
148	0.3717664071
149	0.3714056815
150	0.3708346055
151	0.3703771411
152	0.3698831522
153	0.3693557367
154	0.3688769741
155	0.3683927501
156	0.3678631652
157	0.3673722784
158	0.3668662236
159	0.3664150066
160	0.3658016516
161	0.3651461994
162	0.3644772347
163	0.3641209191
164	0.3637808163
165	0.3637285425
166	0.3631476149
167	0.362673392
168	0.3621391874
169	0.3617803386
170	0.361348234
171	0.3608489295
172	0.3604054808
173	0.3599417092
174	0.359872087
175	0.3594770723
176	0.3590942858
177	0.3590161239
178	0.3584698242
179	0.3579591219
180	0.3575359317
181	0.3570838184
182	0.3569749565
183	0.3565000613
184	0.3561662949
185	0.3558900201
186	0.355833298
187	0.3551954528
188	0.3545869278
189	0.354275601
190	0.353602214
191	0.3532041455
192	0.3528853636
193	0.3523090396
194	0.3518758883
195	0.3513625826
196	0.350792612
197	0.3502146026
198	0.3499218669
199	0.3493586452
200	0.3489154541
201	0.3487926102
202	0.3486197965
203	0.3481518696
204	0.3477904142
205	0.3472520469
206	0.3468449342
207	0.3465016054
208	0.3462129842
209	0.3458231667
210	0.3453654559
211	0.3450292933
212	0.344767042
213	0.3444660655
214	0.3441801384
215	0.344109826
216	0.3438041107
217	0.3435287411
218	0.3432012888
219	0.3429236386
220	0.3426149184
221	0.3421213843
222	0.3418267969
223	0.3413733665
224	0.3408409897
225	0.3404738079
226	0.3402969745
227	0.3402663129
228	0.3398572735
229	0.339281706
230	0.3389738399
231	0.3387096133
232	0.338668135
233	0.3380617114
234	0.3379938779
235	0.3376855531
236	0.3374343208
237	0.3371348208
238	0.3367696628
239	0.3364098963
240	0.3361835155
241	0.3359062894
242	0.3356537224
243	0.3352361259
244	0.3346293651
245	0.334270305
246	0.3338292713
247	0.3334473465
248	0.3331241129
249	0.3327361942
250	0.332402387
251	0.3319535787
252	0.3315051685
253	0.3312879507
254	0.3309115555
255	0.3304200538
256	0.3299866245
257	0.3297859812
258	0.329364312
259	0.3289627915
260	0.328947568
261	0.3285519051
262	0.3282963727
263	0.3280501277
264	0.3275818547
265	0.3273346049
266	0.3271740836
267	0.326957165
268	0.326729646
269	0.3263547547
270	0.3259088169
271	0.3255849
272	0.3254121543
273	0.3251704158
274	0.3249033528
275	0.3246541297
276	0.3243650545
277	0.3240118354
278	0.323680895
279	0.3232956855
280	0.3228829149
281	0.3226226177
282	0.3225007601
283	0.3221257093
284	0.3218450513
285	0.3216586267
286	0.3214581281
287	0.3210097619
288	0.3208735816
289	0.3206740392
290	0.3205077698
291	0.3202463993
292	0.3200411292
293	0.3197063152
294	0.3192999436
295	0.3191174777
296	0.3187147049
297	0.318306209
298	0.3180985805
299	0.3178833026
300	0.317555618
301	0.3171322053
302	0.3168739072
303	0.3165153513
304	0.3161623168
305	0.3159116536
306	0.3157269076
307	0.3156049918
308	0.3153449667
309	0.3151551201
310	0.3149261028
311	0.3146167182
312	0.3142333214
313	0.3141007444
314	0.3135617858
315	0.3132158475
316	0.3127614415
317	0.3124149677
318	0.312081629
319	0.3118037817
320	0.3115807832
321	0.3112508589
322	0.3109452818
323	0.310789193
324	0.310573624
325	0.3103412516
326	0.3101175515
327	0.3099087176
328	0.3097301722
329	0.3095651591
330	0.3093589873
331	0.3091236681
332	0.308591405
333	0.3084194505
334	0.3080848576
335	0.3078096389
336	0.3076043604
337	0.3072851484
338	0.3071098709
339	0.3068284581
340	0.3065773301
341	0.3062411064
342	0.3060178787
343	0.3057356183
344	0.3053896284
345	0.3050428032
346	0.3046678375
347	0.3043271542
348	0.3039657461
349	0.303705136
350	0.3035055861
351	0.3031649921
352	0.3029728365
353	0.3027793342
354	0.3026013937
355	0.3024115628
356	0.3022492549
357	0.3020335223
358	0.3018566434
359	0.3016001543
360	0.3014762003
361	0.3011624467
362	0.3009916094
363	0.300820186
364	0.3006424872
365	0.3004921161
366	0.3002145155
367	0.2999838531
368	0.2998366937
369	0.2995916943
370	0.299434092
371	0.2990002369
372	0.2986832241
373	0.2984738236
374	0.2981687675
375	0.2980301667
376	0.2978235485
377	0.2976630716
378	0.2974099642
379	0.2970906512
380	0.2968745426
381	0.2965668546
382	0.2962628957
383	0.2959911926
384	0.295715501
385	0.2957027102
386	0.2954128477
387	0.2950299736
388	0.2946861719
389	0.2946841906
390	0.294580784
391	0.2943622596
392	0.2942648009
393	0.2940824664
394	0.2938284566
395	0.2934449452
396	0.2929530036
397	0.2927232676
398	0.2924857076
399	0.2922925698
400	0.292129434
401	0.2917553325
402	0.291436275
403	0.2912063232
404	0.290980196
405	0.2906696953
406	0.290549191
407	0.2903423604
408	0.2900641223
409	0.2897767188
410	0.2896063382
411	0.2893462464
412	0.2891123177
413	0.2889046432
414	0.2887851809
415	0.2886732244
416	0.2885135582
417	0.2883223627
418	0.2880395074
419	0.2878387675
420	0.2876673935
421	0.2876175887
422	0.2874158786
423	0.2873086682
424	0.287020049
425	0.2870126913
426	0.2868458263
427	0.2866087488
428	0.2863778722
429	0.2860302015
430	0.2858937989
431	0.2857476642
432	0.285743979
433	0.2855176302
434	0.2853082508
435	0.2850075932
436	0.2848157657
437	0.2845288955
438	0.2843724417
439	0.2842470504
440	0.2840818701
441	0.2839244938
442	0.2838579548
443	0.2836443642
444	0.2834172593
445	0.2832129637
446	0.2830671419
447	0.2828655168
448	0.2826439528
449	0.2824452137
450	0.2820669155
451	0.2819258399
452	0.2817730815
453	0.2814727388
454	0.281074183
455	0.2808056435
456	0.2806122863
457	0.2804241104
458	0.2802162518
459	0.2801206174
460	0.279910429
461	0.2796980183
462	0.2794919235
463	0.2791072118
464	0.2789590625
465	0.2787943859
466	0.2785599439
467	0.2784432126
468	0.2783147897
469	0.278139775
470	0.2779305203
471	0.2778390279
472	0.2776009529
473	0.2774330062
474	0.2772941834
475	0.2771868272
476	0.2769134378
477	0.2767051601
478	0.2764642199
479	0.2763299628
480	0.276186434
481	0.2759608736
482	0.275947806
483	0.2759399377
484	0.2757432821
485	0.2756297009
486	0.2755112482
487	0.2751957644
488	0.2750246831
489	0.2748591885
490	0.2745983536
491	0.2742990235
492	0.2741608797
493	0.2740332219
494	0.2738369117
495	0.2736747113
496	0.2734470148
497	0.2734089154
498	0.2732712503
499	0.2732567072
500	0.2732559088
501	0.2731544534
502	0.2729451651
503	0.2727807219
504	0.2725258752
505	0.2723942127
506	0.2722145011
507	0.2721705769
508	0.2721595084
509	0.2719764318
510	0.2718850895
511	0.2717473737
512	0.2717305375
513	0.2715872751
514	0.2714156817
515	0.2712110822
516	0.2710155351
517	0.2709884481
518	0.2707081363
519	0.2705857188
520	0.2704435203
521	0.2703157205
522	0.2701797658
523	0.2699939412
524	0.2698356114
525	0.2697125691
526	0.2696198972
527	0.2695393837
528	0.2693519279
529	0.2692689073
530	0.2690078842
531	0.2687808684
532	0.2685671417
533	0.2685446918
534	0.2683617957
535	0.268143979
536	0.2679780966
537	0.2677799126
538	0.2676097251
539	0.2675191846
540	0.2673381974
541	0.267124356
542	0.2668926921
543	0.2667760081
544	0.2665997135
545	0.2665909996
546	0.2664454328
547	0.2663038955
548	0.2661706776
549	0.2659693528
550	0.2656450381
551	0.2655475348
552	0.2654006458
553	0.2653891347
554	0.2651593236
555	0.2650166365
556	0.264796697
557	0.2646343177
558	0.2643992389
559	0.2642738455
560	0.2640474939
561	0.2637631582
562	0.2636476073
563	0.2635125083
564	0.2633472511
565	0.2632225441
566	0.2629656335
567	0.2628597673
568	0.2627473567
569	0.2626620898
570	0.2625133734
571	0.2624201567
572	0.262197405
573	0.2619940702
574	0.2618207218
575	0.2615872221
576	0.2614375398
577	0.2611066239
578	0.260974106
579	0.2607934507
580	0.2606143361
581	0.2602179121
582	0.2601131205
583	0.2598615374
584	0.2596310403
585	0.2595192644
586	0.2593698503
587	0.2592559563
588	0.2590356333
589	0.2588015342
590	0.2586804056
591	0.2585355222
592	0.258345585
593	0.2581968439
594	0.2580404554
595	0.2579377355
596	0.2577737483
597	0.2576470458
598	0.2575297467
599	0.2575166121
600	0.2574117739
601	0.2572397307
602	0.2570024764
603	0.2569080274
604	0.2568025065
605	0.2566572292
606	0.2562987381
607	0.2560959965
608	0.2558932032
609	0.2558060996
610	0.2555660402
611	0.2555658861
612	0.2555077114
613	0.2554150179
614	0.2552607771
615	0.2551595544
616	0.2550350082
617	0.2548770258
618	0.2548076599
619	0.2546155136
620	0.254494363
621	0.2543902617
622	0.2542703291
623	0.2542583264
624	0.2541614378
625	0.2540731772
626	0.25381476
627	0.253677247
628	0.2534604735
629	0.253369446
630	0.253263242
631	0.2529942959
632	0.2529099308
633	0.2527298965
634	0.2525576566
635	0.2524135981
636	0.2522714785
637	0.2522085903
638	0.2519702811
639	0.2518699177
640	0.2518485752
641	0.2517312045
642	0.2515901583
643	0.251354914
644	0.2513255161
645	0.2510698604
646	0.2508216926
647	0.2506982077
648	0.2505624132
649	0.2504741846
650	0.2503545236
651	0.2500887549
652	0.2498648524
653	0.2497990428
654	0.2497031447
655	0.2496292965
656	0.2495434171
657	0.2494393757
658	0.249293373
659	0.2491014631
660	0.2490327985
661	0.2488880471
662	0.2487365487
663	0.2485316249
664	0.2483011845
665	0.2481680216
666	0.2480627074
667	0.2478936185
668	0.2476850782
669	0.247477109
670	0.2472087579
671	0.247093472
672	0.2469688471
673	0.246830565
674	0.2466078341
675	0.2464592588
676	0.2463250155
677	0.2462284201
678	0.2461220948
679	0.2459294873
680	0.2457810806
681	0.2455416546
682	0.2453921161
683	0.2452794846
684	0.2451593046
685	0.2451590215
686	0.2449313724
687	0.2448462195
688	0.2447740341
689	0.2445980037
690	0.2444117795
691	0.2443512457
692	0.2442529035
693	0.2440486505
694	0.243870581
695	0.2437835181
696	0.2436302564
697	0.2434611477
698	0.2432936605
699	0.2430733844
700	0.24291512
701	0.2428203016
702	0.2427317977
703	0.2424839158
704	0.2423954709
705	0.2422320702
706	0.2421319884
707	0.242123017
708	0.2420371197
709	0.2419265169
710	0.2417408062
711	0.2416222305
712	0.2414728736
713	0.2413550482
714	0.2413450071
715	0.241275776
716	0.2411973488
717	0.2411070789
718	0.2410968026
719	0.2409199722
720	0.2406226481
721	0.2404637601
722	0.2403409876
723	0.2401785176
724	0.2401039928
725	0.2399960338
726	0.2399949163
727	0.2399045161
728	0.2397925945
729	0.2396269225
730	0.239503953
731	0.2393977791
732	0.2392841159
733	0.2390960435
734	0.238995837
735	0.2388538134
736	0.2386484186
737	0.2384878558
738	0.2384146261
739	0.2382255306
740	0.2380521355
741	0.2379673723
742	0.2379673504
743	0.2378462887
744	0.2377146506
745	0.2376153487
746	0.237544056
747	0.2373856503
748	0.2371999487
749	0.2370698135
750	0.2369356115
751	0.2368400906
752	0.2366524184
753	0.236566274
754	0.2363995341
755	0.2363041486
756	0.2361914572
757	0.2359752785
758	0.2359012181
759	0.2357954485
760	0.2357026496
761	0.2355115842
762	0.2354545743
763	0.2353070954
764	0.2351532906
765	0.2349920818
766	0.2348641838
767	0.234821565
768	0.2346576831
769	0.2344019523
770	0.2343006768
771	0.234172169
772	0.2340340923
773	0.233939992
774	0.2337549706
775	0.2335588798
776	0.2334322526
777	0.2332192999
778	0.2330615951
779	0.2329856831
780	0.2327875915
781	0.2326152121
782	0.2324811574
783	0.2324149408
784	0.232253005
785	0.2320921636
786	0.2320154988
787	0.2318702937
788	0.2317495104
789	0.2316785277
790	0.2316557341
791	0.2315080185
792	0.2314416559
793	0.2312761612
794	0.2311488131
795	0.2310284364
796	0.2308960214
797	0.2308927917
798	0.2308004381
799	0.2306309032
800	0.2304723565
801	0.2302871843
802	0.2301771926
803	0.2300498172
804	0.2299154466
805	0.2297895832
806	0.2296640892
807	0.2295641036
808	0.2294778003
809	0.2294129327
810	0.2293737201
811	0.2292907691
812	0.2291478689
813	0.2290310692
814	0.2289751887
815	0.2288482381
816	0.2286439996
817	0.2285011433
818	0.2284107805
819	0.2283414464
820	0.2282427718
821	0.2281152145
822	0.2279036049
823	0.2278290665
824	0.2277618535
825	0.2276461359
826	0.2275019694
827	0.2274111417
828	0.2273114803
829	0.2272318165
830	0.2271634093
831	0.2269919753
832	0.2269014261
833	0.2266915917
834	0.2266045854
835	0.2264386361
836	0.2263335871
837	0.2262617651
838	0.226153928
839	0.2260759062
840	0.2259405663
841	0.2258373993
842	0.2256538384
843	0.2255657206
844	0.225448112
845	0.2253635485
846	0.2251986642
847	0.2250944179
848	0.2250777775
849	0.2248761551
850	0.2248107523
851	0.2246753346
852	0.2245932832
853	0.2244863457
854	0.2242824208
855	0.224174952
856	0.2240812682
857	0.2239712125
858	0.2238996899
859	0.2237986814
860	0.2236253411
861	0.2235398241
862	0.2234398489
863	0.2233063608
864	0.223149346
865	0.2230009922
866	0.2228818179
867	0.2227828742
868	0.2226856787
869	0.2225858747
870	0.2224648662
871	0.2223226196
872	0.2222589956
873	0.2221616613
874	0.2219979714
875	0.2218698343
876	0.2217279766
877	0.2215983314
878	0.2214841456
879	0.2212550677
880	0.2211480221
881	0.2210874881
882	0.2208970228
883	0.2207657443
884	0.2206835591
885	0.2205578498
886	0.2204341554
887	0.2203597282
888	0.2202427253
889	0.2200844712
890	0.2199775301
891	0.2198375172
892	0.2197942924
893	0.2196980264
894	0.2195634405
895	0.2195040907
896	0.2193824962
897	0.2192669258
898	0.2192091652
899	0.2191187756
900	0.2189784828
901	0.2189225512
902	0.2187963021
903	0.2186727345
904	0.2185754622
905	0.2184672873
906	0.2182927466
907	0.2181915155
908	0.2181287336
909	0.2180438288
910	0.2179702545
911	0.2179036197
912	0.2177992445
913	0.2177018768
914	0.2175962326
915	0.2175080976
916	0.2173623349
917	0.2172574025
918	0.2171588016
919	0.2170855892
920	0.2169730005
921	0.2168673573
922	0.2167313627
923	0.2165944675
924	0.216488449
925	0.216396485
926	0.2163199941
927	0.216215929
928	0.2161510646
929	0.2160227051
930	0.2159346004
931	0.2157978849
932	0.2156009071
933	0.2155395895
934	0.2153662914
935	0.2153043321
936	0.2151497113
937	0.2150744845
938	0.2149630629
939	0.2148682424
940	0.2147705914
941	0.2146940862
942	0.2146043411
943	0.2145191674
944	0.2143858307
945	0.2142435308
946	0.21417931
947	0.2140822396
948	0.2140074832
949	0.2139159463
950	0.2138529838
951	0.213761778
952	0.2135484297
953	0.2134595782
954	0.2134070211
955	0.2133255981
956	0.2132036568
957	0.2131322442
958	0.2129813922
959	0.2128465822
960	0.2127907582
961	0.2126940812
962	0.2126202883
963	0.2124939736
964	0.2123126568
965	0.2121918187
966	0.2121467951
967	0.2120734856
968	0.2119580376
969	0.2118744908
970	0.211822188
971	0.2117749989
972	0.211695393
973	0.2116220121
974	0.2115738234
975	0.2114856602
976	0.2114035648
977	0.2113409025
978	0.2111915383
979	0.2111146908
980	0.2110544592
981	0.2109174961
982	0.2107966685
983	0.2107343126
984	0.2106715142
985	0.210610122
986	0.2105239705
987	0.2104562429
988	0.2104064883
989	0.2103281798
990	0.2102805978
991	0.2102238304
992	0.2101030273
993	0.210031129
994	0.2099202441
995	0.2098693712
996	0.2097468851
997	0.2096384127
998	0.2095665836
999	0.209512177
